text;gep;username;date
@ jophiel0518 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/W5FFu8 ※参加後12時間以内にIDを入力してください。pic.twitter.com/dqyXA8LLNm;;starlightrelive;2018-11-04 21:39
I want a pazuki;Phoenix, AZ;planejane_____;2018-11-04 21:39
♡ @ soraruru♡ そらるさんそらるさん₍ᐢ. ̫ .ᐢ₎♡ ひきフェス2日間お疲れ様でした‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ )誰よりもかっこよかったですトロッコからにこっとしてくれて嬉しかったです( o̴̶̷᷄ ·̫ o̴̶̷̥᷅ ) 缶バッジ自引きしました( ；ᵕ； ) たくさんの幸せをありがとうございましたpic.twitter.com/IG8QbS3vtB;そ ら る さ ん ໒꒱· ﾟ;suiso_srr;2018-11-04 21:39
名古屋は往復2万かかる（詰）;まふ推し5年目 リプDM全部返すよ;uni_honaka Falcon_sab_;2018-11-04 21:39
돌았으;;O615_O224 BLOSSOM_HS_0615;2018-11-04 21:39
# LOONA1stWin so proud of them pic.twitter.com/TDNxoJuNiC;lost in the Loonaverse;serenalbbh;2018-11-04 21:39
Justo estoy terminando una semana muy difícil te cuento que murió mi abuelo y mi tío está muy grave en el hospital ha sido muy difícil para todos, pero te prometo ser lo más positiva posible, gracias por alegrarme tanto;Otra Orbita;ThanksToMB_ MarioBautistaMB;2018-11-04 21:39
なんでもウェルカムだから好きな呼び方で構わないよっ！;;CafeLatte_777 Mo__otoha;2018-11-04 21:39
ちゃんとパンツ持ってきてね！ おまちしてます;ユニコーン鯖 🦄;INY9UALITYstaff Kou_FF14unicorn;2018-11-04 21:39
my favorite person in the whole world pic.twitter.com/O8bwH8ipM7;wsc atl '18;inspiringcohan;2018-11-04 21:39
YOU ARE SO KIND AND AMAZING AND THANK U I WISH I HAD A LONGER CHAP FOR U IM SRY!!!;;clemalevenin eggemperor;2018-11-04 21:39
— » Kino. ♡;「  🐶+ 🐢」;chaejealous;2018-11-04 21:39
It’s still so surreal to me that I’m getting married to my best friend in 312 days;;saves_cooper98;2018-11-04 21:39
يابعيد ما أنت بعيد دامك هنيّا في قلب من يغليك من بدَة الناس صحيح أبعد من نجـوم الثرّيا لكنك أقرب من تباريح الأنفاس;;edara90;2018-11-04 21:39
フォロー致しましたよろしくお願いします。;Japan 🇯🇵JPOKN（日本おかん）;maniacferry anglemoon_;2018-11-04 21:39
لا تشتكي همك على ساير الناس ماكل من تـشـكيلـه الــهـم يــمــك مهما تسوي خير ياطيب الســاس الناس احدٍ يمدحك واحدٍ يذمــك;Cairo, Egypt;Omalbanat38;2018-11-04 21:39
kkk iá;Vitória, Brasil;Mariiasz2 AngeloRm_027;2018-11-04 21:39
@ jkpiolahttps://twitter.com/sugasudaswag/status/1058866462364962816 …;;unxvxrsx5361 sugasudaswag;2018-11-04 21:39
So in love on social media but in person it’s a whole different story;;lacaseyyyyy;2018-11-04 21:39
;California, USA;CALi4NiA_qUEEN;2018-11-04 21:39
@ jophiel0518 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/W5FFu8 ※参加後12時間以内にIDを入力してください。pic.twitter.com/dqyXA8LLNm;;starlightrelive;2018-11-04 21:39
I want a pazuki;Phoenix, AZ;planejane_____;2018-11-04 21:39
♡ @ soraruru♡ そらるさんそらるさん₍ᐢ. ̫ .ᐢ₎♡ ひきフェス2日間お疲れ様でした‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ )誰よりもかっこよかったですトロッコからにこっとしてくれて嬉しかったです( o̴̶̷᷄ ·̫ o̴̶̷̥᷅ ) 缶バッジ自引きしました( ；ᵕ； ) たくさんの幸せをありがとうございましたpic.twitter.com/IG8QbS3vtB;そ ら る さ ん ໒꒱· ﾟ;suiso_srr;2018-11-04 21:39
名古屋は往復2万かかる（詰）;まふ推し5年目 リプDM全部返すよ;uni_honaka Falcon_sab_;2018-11-04 21:39
돌았으;;O615_O224 BLOSSOM_HS_0615;2018-11-04 21:39
# LOONA1stWin so proud of them pic.twitter.com/TDNxoJuNiC;lost in the Loonaverse;serenalbbh;2018-11-04 21:39
Justo estoy terminando una semana muy difícil te cuento que murió mi abuelo y mi tío está muy grave en el hospital ha sido muy difícil para todos, pero te prometo ser lo más positiva posible, gracias por alegrarme tanto;Otra Orbita;ThanksToMB_ MarioBautistaMB;2018-11-04 21:39
なんでもウェルカムだから好きな呼び方で構わないよっ！;;CafeLatte_777 Mo__otoha;2018-11-04 21:39
ちゃんとパンツ持ってきてね！ おまちしてます;ユニコーン鯖 🦄;INY9UALITYstaff Kou_FF14unicorn;2018-11-04 21:39
my favorite person in the whole world pic.twitter.com/O8bwH8ipM7;wsc atl '18;inspiringcohan;2018-11-04 21:39
YOU ARE SO KIND AND AMAZING AND THANK U I WISH I HAD A LONGER CHAP FOR U IM SRY!!!;;clemalevenin eggemperor;2018-11-04 21:39
— » Kino. ♡;「  🐶+ 🐢」;chaejealous;2018-11-04 21:39
It’s still so surreal to me that I’m getting married to my best friend in 312 days;;saves_cooper98;2018-11-04 21:39
يابعيد ما أنت بعيد دامك هنيّا في قلب من يغليك من بدَة الناس صحيح أبعد من نجـوم الثرّيا لكنك أقرب من تباريح الأنفاس;;edara90;2018-11-04 21:39
フォロー致しましたよろしくお願いします。;Japan 🇯🇵JPOKN（日本おかん）;maniacferry anglemoon_;2018-11-04 21:39
لا تشتكي همك على ساير الناس ماكل من تـشـكيلـه الــهـم يــمــك مهما تسوي خير ياطيب الســاس الناس احدٍ يمدحك واحدٍ يذمــك;Cairo, Egypt;Omalbanat38;2018-11-04 21:39
kkk iá;Vitória, Brasil;Mariiasz2 AngeloRm_027;2018-11-04 21:39
@ jkpiolahttps://twitter.com/sugasudaswag/status/1058866462364962816 …;;unxvxrsx5361 sugasudaswag;2018-11-04 21:39
So in love on social media but in person it’s a whole different story;;lacaseyyyyy;2018-11-04 21:39
;California, USA;CALi4NiA_qUEEN;2018-11-04 21:39
@ jophiel0518 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/W5FFu8 ※参加後12時間以内にIDを入力してください。pic.twitter.com/dqyXA8LLNm;;starlightrelive;2018-11-04 21:39
I want a pazuki;Phoenix, AZ;planejane_____;2018-11-04 21:39
♡ @ soraruru♡ そらるさんそらるさん₍ᐢ. ̫ .ᐢ₎♡ ひきフェス2日間お疲れ様でした‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ )誰よりもかっこよかったですトロッコからにこっとしてくれて嬉しかったです( o̴̶̷᷄ ·̫ o̴̶̷̥᷅ ) 缶バッジ自引きしました( ；ᵕ； ) たくさんの幸せをありがとうございましたpic.twitter.com/IG8QbS3vtB;そ ら る さ ん ໒꒱· ﾟ;suiso_srr;2018-11-04 21:39
名古屋は往復2万かかる（詰）;まふ推し5年目 リプDM全部返すよ;uni_honaka Falcon_sab_;2018-11-04 21:39
돌았으;;O615_O224 BLOSSOM_HS_0615;2018-11-04 21:39
# LOONA1stWin so proud of them pic.twitter.com/TDNxoJuNiC;lost in the Loonaverse;serenalbbh;2018-11-04 21:39
Justo estoy terminando una semana muy difícil te cuento que murió mi abuelo y mi tío está muy grave en el hospital ha sido muy difícil para todos, pero te prometo ser lo más positiva posible, gracias por alegrarme tanto;Otra Orbita;ThanksToMB_ MarioBautistaMB;2018-11-04 21:39
なんでもウェルカムだから好きな呼び方で構わないよっ！;;CafeLatte_777 Mo__otoha;2018-11-04 21:39
ちゃんとパンツ持ってきてね！ おまちしてます;ユニコーン鯖 🦄;INY9UALITYstaff Kou_FF14unicorn;2018-11-04 21:39
my favorite person in the whole world pic.twitter.com/O8bwH8ipM7;wsc atl '18;inspiringcohan;2018-11-04 21:39
YOU ARE SO KIND AND AMAZING AND THANK U I WISH I HAD A LONGER CHAP FOR U IM SRY!!!;;clemalevenin eggemperor;2018-11-04 21:39
— » Kino. ♡;「  🐶+ 🐢」;chaejealous;2018-11-04 21:39
It’s still so surreal to me that I’m getting married to my best friend in 312 days;;saves_cooper98;2018-11-04 21:39
يابعيد ما أنت بعيد دامك هنيّا في قلب من يغليك من بدَة الناس صحيح أبعد من نجـوم الثرّيا لكنك أقرب من تباريح الأنفاس;;edara90;2018-11-04 21:39
フォロー致しましたよろしくお願いします。;Japan 🇯🇵JPOKN（日本おかん）;maniacferry anglemoon_;2018-11-04 21:39
لا تشتكي همك على ساير الناس ماكل من تـشـكيلـه الــهـم يــمــك مهما تسوي خير ياطيب الســاس الناس احدٍ يمدحك واحدٍ يذمــك;Cairo, Egypt;Omalbanat38;2018-11-04 21:39
kkk iá;Vitória, Brasil;Mariiasz2 AngeloRm_027;2018-11-04 21:39
@ jkpiolahttps://twitter.com/sugasudaswag/status/1058866462364962816 …;;unxvxrsx5361 sugasudaswag;2018-11-04 21:39
So in love on social media but in person it’s a whole different story;;lacaseyyyyy;2018-11-04 21:39
;California, USA;CALi4NiA_qUEEN;2018-11-04 21:39
@ jophiel0518 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/W5FFu8 ※参加後12時間以内にIDを入力してください。pic.twitter.com/dqyXA8LLNm;;starlightrelive;2018-11-04 21:39
I want a pazuki;Phoenix, AZ;planejane_____;2018-11-04 21:39
♡ @ soraruru♡ そらるさんそらるさん₍ᐢ. ̫ .ᐢ₎♡ ひきフェス2日間お疲れ様でした‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ )誰よりもかっこよかったですトロッコからにこっとしてくれて嬉しかったです( o̴̶̷᷄ ·̫ o̴̶̷̥᷅ ) 缶バッジ自引きしました( ；ᵕ； ) たくさんの幸せをありがとうございましたpic.twitter.com/IG8QbS3vtB;そ ら る さ ん ໒꒱· ﾟ;suiso_srr;2018-11-04 21:39
名古屋は往復2万かかる（詰）;まふ推し5年目 リプDM全部返すよ;uni_honaka Falcon_sab_;2018-11-04 21:39
돌았으;;O615_O224 BLOSSOM_HS_0615;2018-11-04 21:39
# LOONA1stWin so proud of them pic.twitter.com/TDNxoJuNiC;lost in the Loonaverse;serenalbbh;2018-11-04 21:39
Justo estoy terminando una semana muy difícil te cuento que murió mi abuelo y mi tío está muy grave en el hospital ha sido muy difícil para todos, pero te prometo ser lo más positiva posible, gracias por alegrarme tanto;Otra Orbita;ThanksToMB_ MarioBautistaMB;2018-11-04 21:39
なんでもウェルカムだから好きな呼び方で構わないよっ！;;CafeLatte_777 Mo__otoha;2018-11-04 21:39
ちゃんとパンツ持ってきてね！ おまちしてます;ユニコーン鯖 🦄;INY9UALITYstaff Kou_FF14unicorn;2018-11-04 21:39
my favorite person in the whole world pic.twitter.com/O8bwH8ipM7;wsc atl '18;inspiringcohan;2018-11-04 21:39
YOU ARE SO KIND AND AMAZING AND THANK U I WISH I HAD A LONGER CHAP FOR U IM SRY!!!;;clemalevenin eggemperor;2018-11-04 21:39
— » Kino. ♡;「  🐶+ 🐢」;chaejealous;2018-11-04 21:39
It’s still so surreal to me that I’m getting married to my best friend in 312 days;;saves_cooper98;2018-11-04 21:39
يابعيد ما أنت بعيد دامك هنيّا في قلب من يغليك من بدَة الناس صحيح أبعد من نجـوم الثرّيا لكنك أقرب من تباريح الأنفاس;;edara90;2018-11-04 21:39
フォロー致しましたよろしくお願いします。;Japan 🇯🇵JPOKN（日本おかん）;maniacferry anglemoon_;2018-11-04 21:39
لا تشتكي همك على ساير الناس ماكل من تـشـكيلـه الــهـم يــمــك مهما تسوي خير ياطيب الســاس الناس احدٍ يمدحك واحدٍ يذمــك;Cairo, Egypt;Omalbanat38;2018-11-04 21:39
kkk iá;Vitória, Brasil;Mariiasz2 AngeloRm_027;2018-11-04 21:39
@ jkpiolahttps://twitter.com/sugasudaswag/status/1058866462364962816 …;;unxvxrsx5361 sugasudaswag;2018-11-04 21:39
So in love on social media but in person it’s a whole different story;;lacaseyyyyy;2018-11-04 21:39
;California, USA;CALi4NiA_qUEEN;2018-11-04 21:39
@ jophiel0518 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/W5FFu8 ※参加後12時間以内にIDを入力してください。pic.twitter.com/dqyXA8LLNm;;starlightrelive;2018-11-04 21:39
I want a pazuki;Phoenix, AZ;planejane_____;2018-11-04 21:39
♡ @ soraruru♡ そらるさんそらるさん₍ᐢ. ̫ .ᐢ₎♡ ひきフェス2日間お疲れ様でした‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ )誰よりもかっこよかったですトロッコからにこっとしてくれて嬉しかったです( o̴̶̷᷄ ·̫ o̴̶̷̥᷅ ) 缶バッジ自引きしました( ；ᵕ； ) たくさんの幸せをありがとうございましたpic.twitter.com/IG8QbS3vtB;そ ら る さ ん ໒꒱· ﾟ;suiso_srr;2018-11-04 21:39
名古屋は往復2万かかる（詰）;まふ推し5年目 リプDM全部返すよ;uni_honaka Falcon_sab_;2018-11-04 21:39
돌았으;;O615_O224 BLOSSOM_HS_0615;2018-11-04 21:39
# LOONA1stWin so proud of them pic.twitter.com/TDNxoJuNiC;lost in the Loonaverse;serenalbbh;2018-11-04 21:39
Justo estoy terminando una semana muy difícil te cuento que murió mi abuelo y mi tío está muy grave en el hospital ha sido muy difícil para todos, pero te prometo ser lo más positiva posible, gracias por alegrarme tanto;Otra Orbita;ThanksToMB_ MarioBautistaMB;2018-11-04 21:39
You are valid! No matter your gender or sexuality, I'll always support you!;0;Mercy_Heals;2018-11-04 21:39
Cute;0;roffea1 Tellevinken;2018-11-04 21:39
@ Yui__Yuigahama_ お迎えにきまはさたよぉ〜！(にやぁ;0;naritt0826;2018-11-04 21:39
Nunca me atraparáspic.twitter.com/h4xZdkonag;0;AleStaySkz hestrayshine_;2018-11-04 21:39
My heartueeeeee pic.twitter.com/TMqWbScm5v;0;kimtaehyungftw;2018-11-04 21:39
Bought this girl I work with who is been kinda out to get a few of us. Me one of them; citrus defender from @ Starbucks today cause she wasn’t feeling good. Thing is, you can fight fire with fire or just be a nice person.;0;Monwellah;2018-11-04 21:39
Bir sorhoşun gazete kağıdına Sarıp içtiği siraga gibi Seviyorum seni ----- ulu orta ama Gizli gizli Biliyorsun aşkım sen dünyanın en güzel --/ Adamı # değilsin Benim dünyamda duran En güzel. Â D Â M s I N.....pic.twitter.com/bvGE0V5xhO;0;NurhanDas;2018-11-04 21:39
@ Roblox_UniGirl;0;Evy__xoxo OriginallyAndre;2018-11-04 21:39
พี่เค้าได้คุณหนูของเค้ากลับคืนแล้ว เค้าตามไปส่งถึงรถอ้ะะ;0;JaeJGirls Faaalab;2018-11-04 21:39
@ namae2369 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/wqeww9 ※参加後12時間以内にIDを入力してください。pic.twitter.com/80w36oN3go;;starlightrelive;2018-11-04 21:39
行きたい～～！！！！！;0;Rako00TRPG;2018-11-04 21:39
Uma piranha do amor KKKKKKKKK;0;obsmartins14 beacarvalho1010;2018-11-04 21:39
にゃーっ;0;imep_squ futa_yukinari27;2018-11-04 21:39
ワーーーありがとうございますそう言っていただけるのすごく嬉しいです～～！;0;Yue_fa_7 direAdieu;2018-11-04 21:39
ひょうさんめちゃくちゃ優しい方やけん 個人マネージャーぜひ https://twitter.com/hyou563/status/1059297660832600064 …;0;airi_9999 Hyou563;2018-11-04 21:39
@ blackTAKUYALV99 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/GJu55K ※参加後12時間以内にIDを入力してください。pic.twitter.com/2NGOudg61c;;starlightrelive;2018-11-04 21:39
返信遅くなってごめんね::(∩´﹏`∩):: まーちゃんありがと～～～！！！;0;makes__osushi ll__00N;2018-11-04 21:39
جزاک اللہ خیرا ہسدے وسدے رہیں;0;Qasim_Ramay Sana____Sweet;2018-11-04 21:39
-يجوز الربا فى الحب ...فمن اعطاك حبا رده ضعفين .;0;Ahmedesaleh3;2018-11-04 21:39
أنا حبيتكم مع بعض ممكن تتواعدون صدق https://twitter.com/soompi/status/1059319169982771200 …;0;ra_lime soompi;2018-11-04 21:39
You are valid! No matter your gender or sexuality, I'll always support you!;;Mercy_Heals;2018-11-04 21:39
Cute;Stockholm, Sweden;roffea1 Tellevinken;2018-11-04 21:39
@ Yui__Yuigahama_ お迎えにきまはさたよぉ〜！(にやぁ;古き地球の民の背後 💕;naritt0826;2018-11-04 21:39
Nunca me atraparáspic.twitter.com/h4xZdkonag;;AleStaySkz hestrayshine_;2018-11-04 21:39
My heartueeeeee pic.twitter.com/TMqWbScm5v;;kimtaehyungftw;2018-11-04 21:39
Bought this girl I work with who is been kinda out to get a few of us. Me one of them; citrus defender from @ Starbucks today cause she wasn’t feeling good. Thing is, you can fight fire with fire or just be a nice person.;Colorful Colorado;Monwellah;2018-11-04 21:39
Bir sorhoşun gazete kağıdına Sarıp içtiği siraga gibi Seviyorum seni ----- ulu orta ama Gizli gizli Biliyorsun aşkım sen dünyanın en güzel --/ Adamı # değilsin Benim dünyamda duran En güzel. Â D Â M s I N.....pic.twitter.com/bvGE0V5xhO;Seyhan, Adana;NurhanDas;2018-11-04 21:39
@ Roblox_UniGirl;𝓦𝓲𝓽𝓱 𝓒𝓪𝓶𝓲 𝓪𝓷𝓭 𝓽𝓱𝓮 𝓼𝓽𝓪𝓻𝓼~ ✧･ﾟ: *✧･ﾟ:*;Evy__xoxo OriginallyAndre;2018-11-04 21:39
พี่เค้าได้คุณหนูของเค้ากลับคืนแล้ว เค้าตามไปส่งถึงรถอ้ะะ;;JaeJGirls Faaalab;2018-11-04 21:39
@ namae2369 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/wqeww9 ※参加後12時間以内にIDを入力してください。pic.twitter.com/80w36oN3go;;starlightrelive;2018-11-04 21:39
行きたい～～！！！！！;地中;Rako00TRPG;2018-11-04 21:39
Uma piranha do amor KKKKKKKKK;cmplx do lins;obsmartins14 beacarvalho1010;2018-11-04 21:39
にゃーっ;アイコン拾い物;imep_squ futa_yukinari27;2018-11-04 21:39
ワーーーありがとうございますそう言っていただけるのすごく嬉しいです～～！;;Yue_fa_7 direAdieu;2018-11-04 21:39
ひょうさんめちゃくちゃ優しい方やけん 個人マネージャーぜひ https://twitter.com/hyou563/status/1059297660832600064 …;ほしいものリスト↓愛してますポチってください;airi_9999 Hyou563;2018-11-04 21:39
@ blackTAKUYALV99 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/GJu55K ※参加後12時間以内にIDを入力してください。pic.twitter.com/2NGOudg61c;;starlightrelive;2018-11-04 21:39
返信遅くなってごめんね::(∩´﹏`∩):: まーちゃんありがと～～～！！！;セイくんのとなり;makes__osushi ll__00N;2018-11-04 21:39
جزاک اللہ خیرا ہسدے وسدے رہیں;Punjab, Pakistan;Qasim_Ramay Sana____Sweet;2018-11-04 21:39
-يجوز الربا فى الحب ...فمن اعطاك حبا رده ضعفين .;الدقهلية, المنصورة;Ahmedesaleh3;2018-11-04 21:39
أنا حبيتكم مع بعض ممكن تتواعدون صدق https://twitter.com/soompi/status/1059319169982771200 …;;ra_lime soompi;2018-11-04 21:39
You are valid! No matter your gender or sexuality, I'll always support you!;;Mercy_Heals;2018-11-04 21:39
Cute;Stockholm, Sweden;roffea1 Tellevinken;2018-11-04 21:39
@ Yui__Yuigahama_ お迎えにきまはさたよぉ〜！(にやぁ;古き地球の民の背後 💕;naritt0826;2018-11-04 21:39
Nunca me atraparáspic.twitter.com/h4xZdkonag;;AleStaySkz hestrayshine_;2018-11-04 21:39
My heartueeeeee pic.twitter.com/TMqWbScm5v;;kimtaehyungftw;2018-11-04 21:39
Bought this girl I work with who is been kinda out to get a few of us. Me one of them; citrus defender from @ Starbucks today cause she wasn’t feeling good. Thing is, you can fight fire with fire or just be a nice person.;Colorful Colorado;Monwellah;2018-11-04 21:39
Bir sorhoşun gazete kağıdına Sarıp içtiği siraga gibi Seviyorum seni ----- ulu orta ama Gizli gizli Biliyorsun aşkım sen dünyanın en güzel --/ Adamı # değilsin Benim dünyamda duran En güzel. Â D Â M s I N.....pic.twitter.com/bvGE0V5xhO;Seyhan, Adana;NurhanDas;2018-11-04 21:39
@ Roblox_UniGirl;𝓦𝓲𝓽𝓱 𝓒𝓪𝓶𝓲 𝓪𝓷𝓭 𝓽𝓱𝓮 𝓼𝓽𝓪𝓻𝓼~ ✧･ﾟ: *✧･ﾟ:*;Evy__xoxo OriginallyAndre;2018-11-04 21:39
พี่เค้าได้คุณหนูของเค้ากลับคืนแล้ว เค้าตามไปส่งถึงรถอ้ะะ;;JaeJGirls Faaalab;2018-11-04 21:39
@ namae2369 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/wqeww9 ※参加後12時間以内にIDを入力してください。pic.twitter.com/80w36oN3go;;starlightrelive;2018-11-04 21:39
行きたい～～！！！！！;地中;Rako00TRPG;2018-11-04 21:39
Uma piranha do amor KKKKKKKKK;cmplx do lins;obsmartins14 beacarvalho1010;2018-11-04 21:39
にゃーっ;アイコン拾い物;imep_squ futa_yukinari27;2018-11-04 21:39
ワーーーありがとうございますそう言っていただけるのすごく嬉しいです～～！;;Yue_fa_7 direAdieu;2018-11-04 21:39
ひょうさんめちゃくちゃ優しい方やけん 個人マネージャーぜひ https://twitter.com/hyou563/status/1059297660832600064 …;ほしいものリスト↓愛してますポチってください;airi_9999 Hyou563;2018-11-04 21:39
@ blackTAKUYALV99 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/GJu55K ※参加後12時間以内にIDを入力してください。pic.twitter.com/2NGOudg61c;;starlightrelive;2018-11-04 21:39
返信遅くなってごめんね::(∩´﹏`∩):: まーちゃんありがと～～～！！！;セイくんのとなり;makes__osushi ll__00N;2018-11-04 21:39
جزاک اللہ خیرا ہسدے وسدے رہیں;Punjab, Pakistan;Qasim_Ramay Sana____Sweet;2018-11-04 21:39
-يجوز الربا فى الحب ...فمن اعطاك حبا رده ضعفين .;الدقهلية, المنصورة;Ahmedesaleh3;2018-11-04 21:39
أنا حبيتكم مع بعض ممكن تتواعدون صدق https://twitter.com/soompi/status/1059319169982771200 …;;ra_lime soompi;2018-11-04 21:39
You are valid! No matter your gender or sexuality, I'll always support you!;;Mercy_Heals;2018-11-04 21:39
Cute;Stockholm, Sweden;roffea1 Tellevinken;2018-11-04 21:39
@ Yui__Yuigahama_ お迎えにきまはさたよぉ〜！(にやぁ;古き地球の民の背後 💕;naritt0826;2018-11-04 21:39
Nunca me atraparáspic.twitter.com/h4xZdkonag;;AleStaySkz hestrayshine_;2018-11-04 21:39
My heartueeeeee pic.twitter.com/TMqWbScm5v;;kimtaehyungftw;2018-11-04 21:39
Bought this girl I work with who is been kinda out to get a few of us. Me one of them; citrus defender from @ Starbucks today cause she wasn’t feeling good. Thing is, you can fight fire with fire or just be a nice person.;Colorful Colorado;Monwellah;2018-11-04 21:39
Bir sorhoşun gazete kağıdına Sarıp içtiği siraga gibi Seviyorum seni ----- ulu orta ama Gizli gizli Biliyorsun aşkım sen dünyanın en güzel --/ Adamı # değilsin Benim dünyamda duran En güzel. Â D Â M s I N.....pic.twitter.com/bvGE0V5xhO;Seyhan, Adana;NurhanDas;2018-11-04 21:39
@ Roblox_UniGirl;𝓦𝓲𝓽𝓱 𝓒𝓪𝓶𝓲 𝓪𝓷𝓭 𝓽𝓱𝓮 𝓼𝓽𝓪𝓻𝓼~ ✧･ﾟ: *✧･ﾟ:*;Evy__xoxo OriginallyAndre;2018-11-04 21:39
พี่เค้าได้คุณหนูของเค้ากลับคืนแล้ว เค้าตามไปส่งถึงรถอ้ะะ;;JaeJGirls Faaalab;2018-11-04 21:39
@ namae2369 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/wqeww9 ※参加後12時間以内にIDを入力してください。pic.twitter.com/80w36oN3go;;starlightrelive;2018-11-04 21:39
行きたい～～！！！！！;地中;Rako00TRPG;2018-11-04 21:39
Uma piranha do amor KKKKKKKKK;cmplx do lins;obsmartins14 beacarvalho1010;2018-11-04 21:39
にゃーっ;アイコン拾い物;imep_squ futa_yukinari27;2018-11-04 21:39
ワーーーありがとうございますそう言っていただけるのすごく嬉しいです～～！;;Yue_fa_7 direAdieu;2018-11-04 21:39
ひょうさんめちゃくちゃ優しい方やけん 個人マネージャーぜひ https://twitter.com/hyou563/status/1059297660832600064 …;ほしいものリスト↓愛してますポチってください;airi_9999 Hyou563;2018-11-04 21:39
@ blackTAKUYALV99 ＼フォロー&RTありがとうございます／ 当選結果は…動画をご覧ください ゲーム内アイテムはプレイヤーIDを登録後ゲーム内で受取れます ▼賞品受取はコチラ▼ http://goo.gl/GJu55K ※参加後12時間以内にIDを入力してください。pic.twitter.com/2NGOudg61c;;starlightrelive;2018-11-04 21:39
返信遅くなってごめんね::(∩´﹏`∩):: まーちゃんありがと～～～！！！;セイくんのとなり;makes__osushi ll__00N;2018-11-04 21:39
جزاک اللہ خیرا ہسدے وسدے رہیں;Punjab, Pakistan;Qasim_Ramay Sana____Sweet;2018-11-04 21:39
-يجوز الربا فى الحب ...فمن اعطاك حبا رده ضعفين .;الدقهلية, المنصورة;Ahmedesaleh3;2018-11-04 21:39
أنا حبيتكم مع بعض ممكن تتواعدون صدق https://twitter.com/soompi/status/1059319169982771200 …;;ra_lime soompi;2018-11-04 21:39
You are valid! No matter your gender or sexuality, I'll always support you!;;Mercy_Heals;2018-11-04 21:39
Cute;Stockholm, Sweden;roffea1 Tellevinken;2018-11-04 21:39
@ Yui__Yuigahama_ お迎えにきまはさたよぉ〜！(にやぁ;古き地球の民の背後 💕;naritt0826;2018-11-04 21:39
Nunca me atraparáspic.twitter.com/h4xZdkonag;;AleStaySkz hestrayshine_;2018-11-04 21:39
My heartueeeeee pic.twitter.com/TMqWbScm5v;;kimtaehyungftw;2018-11-04 21:39
Bought this girl I work with who is been kinda out to get a few of us. Me one of them; citrus defender from @ Starbucks today cause she wasn’t feeling good. Thing is, you can fight fire with fire or just be a nice person.;Colorful Colorado;Monwellah;2018-11-04 21:39
Bir sorhoşun gazete kağıdına Sarıp içtiği siraga gibi Seviyorum seni ----- ulu orta ama Gizli gizli Biliyorsun aşkım sen dünyanın en güzel --/ Adamı # değilsin Benim dünyamda duran En güzel. Â D Â M s I N.....pic.twitter.com/bvGE0V5xhO;Seyhan, Adana;NurhanDas;2018-11-04 21:39
